Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026orwil,1540,113.3,15.7,15.3
2026orwil,1595,114.4,13.4,13.5
2026orwil,2374,102,14,14
2026orwil,2471,103.3,13.4,13.3
2026orwil,2550,77.6,12.2,11.9
2026orwil,2635,110.6,10.1,10.8
2026orwil,2898,98,11.3,12.1
2026orwil,2915,80.5,11.2,11.6
2026orwil,2990,100.1,13.3,13.3
2026orwil,3024,93.7,14.4,14.8
2026orwil,3574,92.2,14.6,14.7
2026orwil,3636,110.2,10.5,11
2026orwil,3663,114.4,14.7,14.7
2026orwil,3673,103.5,10.2,9.2
2026orwil,4043,99.2,15.2,14.2
2026orwil,4488,113.3,13.1,13.1
2026orwil,4513,107.3,12.1,12.3
2026orwil,4662,64.1,12.9,12.4
2026orwil,5937,114.9,11.6,10.8
2026orwil,5970,80.4,10.1,10.4
2026orwil,5975,78.6,18,18
2026orwil,6343,79.4,21.7,22.2
2026orwil,6696,114.5,8.5,8.6
2026orwil,6831,58.5,8.4,8.4
2026orwil,7034,107.6,13.1,13.3
2026orwil,9438,114.6,15,15
2026orwil,9600,115,15,15.4
2026orwil,9613,90.9,10.9,11.7
2026orwil,10444,66.3,8.4,8.1
2026paben,87,98.5,15.5,15.4
2026paben,103,112.9,10.2,10.7
2026paben,316,111.1,13.4,13.3
2026paben,321,107.7,16.3,16.6
2026paben,427,82.7,12.7,12.5
2026paben,714,111.9,13.3,13.2
2026paben,834,96,10,9.4
2026paben,1089,114.4,13.5,14.6
2026paben,1257,100.7,15.3,14.8
2026paben,1640,104.2,15.9,15.8
2026paben,1712,113.1,11.4,10.1
2026paben,1807,101.5,12.1,11.7
2026paben,2016,102.2,14,13.1
2026paben,2539,111.5,13.6,12.7
2026paben,2554,105.5,8.3,8.8
2026paben,2590,114.8,17.6,18
2026paben,2722,114.9,11.2,11.2
2026paben,4285,114.1,12.2,12.2
2026paben,4342,111.2,10.3,10.5
2026paben,4575,111.1,15.8,14.5
2026paben,4637,52.4,11,10.8
2026paben,4750,92.6,8.1,8.1
2026paben,5401,108.5,11.8,11.8
2026paben,5490,115,10.8,10.8
2026paben,5789,77.8,12.5,12.5
2026paben,7414,114.5,9.6,9.3
2026paben,7587,99.1,14.7,14.4
2026paben,8630,110,15.5,15.9
2026paben,8704,73.8,9.1,9.1
2026paben,8721,66,8.5,8.5
2026paben,9027,56.3,8.7,9
2026paben,9100,84.2,10.9,11.6
2026paben,10143,72.6,10.2,11.5
2026paben,10584,95.4,11.9,11.3
2026paca,63,104.6,10.2,10.1
2026paca,117,114,14,14.2
2026paca,340,112.7,19.3,20.2
2026paca,451,102.3,12.9,12.9
2026paca,709,72.1,10.3,10.4
2026paca,1317,105.3,10.1,10.1
2026paca,1511,114.2,12.7,13.5
2026paca,1601,110.3,15.2,15.2
2026paca,1708,107.7,12.3,12.2
2026paca,1816,114.7,11.2,11.2
2026paca,2010,104.8,14.2,13.1
2026paca,2095,57.9,14.4,14.4
2026paca,2234,71,10.7,10.7
2026paca,2614,114.5,14.5,14.5
2026paca,2641,74.6,11.6,12.4
2026paca,2656,88.4,9.8,10
2026paca,3015,115,15.2,15.5
2026paca,3173,112.4,18.4,19.1
2026paca,3260,114.9,10.9,10.9
2026paca,3324,110.3,13,13.1
2026paca,3484,96.8,12.6,12.6
2026paca,3504,82.4,12.4,12.2
2026paca,3990,112.6,13.7,14
2026paca,4027,113.6,18.9,19
2026paca,4028,114.4,15.5,15.8
2026paca,4050,113.2,11.5,11.4
2026paca,4150,113.6,14,14.2
2026paca,4269,94.5,8.4,11.1
2026paca,4467,113.7,12.7,12.6
2026paca,4991,114.1,13.2,13.2
2026paca,5667,111,12.4,13.2
2026paca,5740,107.2,14.7,14.6
2026paca,6032,85.3,13.9,14.3
2026paca,7274,63.7,10.5,10.2
2026paca,7515,110.3,11.1,11.1
2026paca,8705,82.5,13.1,12.3
2026paca,9022,88.2,10,10
2026paca,9406,114.9,11.5,11.6
2026paca,9415,61.6,12.9,13.8
2026paca,9475,53.9,9.8,10.2
2026paca,9642,109.2,14.6,14.5
2026paca,9653,80.9,11.8,11.8
2026paca,10300,62.2,9.4,9.4
2026paca,10512,51.7,7.4,7.4
2026paca,10513,51.8,7.6,7.6
2026paca,10515,51.7,8.2,8.6
2026paca,10516,64.8,9.9,10.9
2026paca,10517,50.9,7.6,7.6
2026paca,10582,63.7,9.2,9.9
2026paca,11456,55.6,8.7,8.3
2026pahat,272,115.1,10.2,11.3
2026pahat,321,93.2,16.5,16.5
2026pahat,341,115.1,11.7,11.8
2026pahat,427,75.5,12,12
2026pahat,486,97.8,12.4,12.7
2026pahat,708,109,13.6,13.8
2026pahat,709,71.9,10.8,11.1
2026pahat,816,115.1,11.1,11.3
2026pahat,862,104.5,20.1,21.1
2026pahat,1089,114.9,13.5,14.6
2026pahat,1168,114.4,10.2,10.1
2026pahat,1626,105.7,9.7,9.5
2026pahat,2095,62.7,14.7,14.7
2026pahat,2234,70.8,10.8,10.9
2026pahat,2458,84.5,11,11
2026pahat,2539,108.2,13.5,12.3
2026pahat,2559,92.9,11,11
2026pahat,2607,103.3,13.2,13.2
2026pahat,4575,110.6,14.7,14.7
2026pahat,5113,107.7,12.6,11.6
2026pahat,5181,114.7,11.7,11.6
2026pahat,5684,59.5,9.7,10
2026pahat,6226,71.9,11.2,11.3
2026pahat,6808,111.4,12.5,10.2
2026pahat,7110,63.7,12.2,12.1
2026pahat,9014,75.5,12.8,12.9
2026pahat,9027,62.9,8.6,8.5
2026pahat,10070,82.9,8.1,8.5
2026pahat,10400,88.7,10.4,11.7
2026pahat,10584,85.3,10.7,10
2026pahat,10979,62.3,8.3,8.2
2026pahat,10993,110.3,11.8,11.8
2026pahat,11366,50.3,12.1,12.1
2026paphi,203,63.3,10.1,11
2026paphi,204,89.5,11.6,11.6
2026paphi,321,108.5,16.2,16.3
2026paphi,365,105.6,9.4,9.6
2026paphi,423,103.9,12.6,12.3
2026paphi,501,112,11.2,11.6
2026paphi,708,112.7,13.7,13.8
2026paphi,714,113.4,13.5,13.4
2026paphi,816,110,11.7,11.7
2026paphi,1218,102.2,14.8,14
2026paphi,1279,114.7,10.5,10.5
2026paphi,1391,103,13.9,13.7
2026paphi,1811,92.6,10.3,10.2
2026paphi,2016,104.1,14,13
2026paphi,2180,104,10.4,10.4
2026paphi,2720,104.1,11.9,11.9
2026paphi,4575,113.2,15.7,14.8
2026paphi,4638,111.3,12.5,11.8
2026paphi,5789,78.3,12.5,12.5
2026paphi,6808,114.8,12.6,10.2
2026paphi,6921,114.9,15.6,16.3
2026paphi,8630,113.1,15.7,15.9
2026paphi,9014,90.2,13.1,13.1
2026paphi,10600,94.9,17.4,17.4
2026paphi,10918,91.3,11.5,11.5
2026paphi,10949,106.3,12.2,12.3
2026paphi,10979,80,13.5,13.7
2026paphi,10989,89.3,9,9.1
2026pawar,75,109.5,10.3,10.8
2026pawar,102,114.5,19.1,18.2
2026pawar,203,62.6,10.3,11.1
2026pawar,272,112.8,10.5,11.5
2026pawar,341,114.2,12.1,12.1
2026pawar,423,106.7,12.8,12.7
2026pawar,428,56.4,11,10.8
2026pawar,433,105.3,10.4,10.1
2026pawar,484,91.2,15.4,15.4
2026pawar,708,109.1,13.8,13.9
2026pawar,1168,103.4,10.2,10
2026pawar,2559,94.9,10.7,10.7
2026pawar,2607,105.8,13.3,13.3
2026pawar,3314,114,12.6,12.6
2026pawar,5181,113.7,11.8,11.9
2026pawar,5407,87,12.8,12.7
2026pawar,5490,113.2,11,10.9
2026pawar,6226,83.7,11.4,11.5
2026pawar,6808,111.9,12.5,10.1
2026pawar,6921,113.6,15.9,16.7
2026pawar,9014,81.3,13,13.1
2026pawar,9416,68.3,11.8,11.7
2026pawar,10070,84,11.2,11.4
2026pawar,10157,108.5,11.7,11.6
2026pawar,10170,61.5,9.7,9.6
2026pawar,10600,94.5,17.4,17.3
2026pawar,10918,98.5,11.5,11.5
2026pawar,10949,81.5,12.1,12.3
2026pawar,10989,86.3,8.4,7.8
2026pawar,10993,114,12.4,12.4
2026pawar,10997,83.9,11.7,11.7
2026pawar,11225,61.5,10,10.6
2026pawar,11366,54.2,10.8,13.6
2026pncmp,360,111.6,13,12.8
2026pncmp,488,108.4,13.1,13.3
2026pncmp,492,113.9,13.9,14.4
2026pncmp,753,114.9,10.8,11
2026pncmp,948,115,15.1,15.1
2026pncmp,955,113.5,11.1,10.6
2026pncmp,957,110.1,9,9
2026pncmp,997,111.3,14.2,13.9
2026pncmp,1294,114.3,14.1,14.2
2026pncmp,1318,108.1,10,10
2026pncmp,1425,114.6,12.9,12.8
2026pncmp,1540,113.5,14.2,14
2026pncmp,1595,114.7,13.6,14.2
2026pncmp,1778,108.7,12.6,12.1
2026pncmp,1983,108.1,12.3,12.4
2026pncmp,2046,114.1,15.6,15.4
2026pncmp,2374,104.6,14,14
2026pncmp,2412,101.8,21.9,21.8
2026pncmp,2471,113.9,13.2,13.2
2026pncmp,2521,112.8,14.6,14.8
2026pncmp,2522,113.5,11.4,11.3
2026pncmp,2811,114,19.7,19.1
2026pncmp,2910,114.7,15.7,15.5
2026pncmp,2926,86.4,12.7,12.7
2026pncmp,2976,106,14,13.9
2026pncmp,3218,114.6,9.6,9.5
2026pncmp,3663,112.6,14.6,14.6
2026pncmp,3674,114.5,9.3,9.3
2026pncmp,4061,99.5,10.7,10.7
2026pncmp,4089,101.7,15.3,15.2
2026pncmp,4125,112.2,14.5,14.3
2026pncmp,4131,100.2,11.6,11.6
2026pncmp,4450,113.8,15.1,15.9
2026pncmp,4469,114,12.1,12.1
2026pncmp,4488,111.9,17.6,17.6
2026pncmp,4512,108.6,10.3,10.4
2026pncmp,4915,114.5,11.6,11.8
2026pncmp,5468,107.9,16,15.8
2026pncmp,5937,113.8,11.5,10.7
2026pncmp,6696,112.8,8.5,8.6
2026pncmp,7034,112,13.1,13.2
2026pncmp,8051,114.4,17,16.1
2026pncmp,8248,108,12.1,12.6
2026pncmp,8896,83.2,13.6,13.4
2026pncmp,9023,114.9,9.8,9.8
2026pncmp,9430,108.3,10.4,10.4
2026pncmp,9450,98,14.6,14.5
2026pncmp,10079,110,13.2,12.9
2026pncmp,10416,102.3,14.1,13.6
2026pncmp,10991,85.9,12,10.8
2026qcmo,296,85,5.6,6.1
2026qcmo,2626,107.2,10.9,11.3
2026qcmo,3117,113.1,13.1,13.2
2026qcmo,3360,112.7,10.6,10.5
2026qcmo,3532,90.2,12.5,12.5
2026qcmo,3533,83.3,9.4,8
2026qcmo,3544,114.3,12.1,12.2
2026qcmo,3550,101.7,9.6,9.6
2026qcmo,3975,73.8,13.5,16.7
2026qcmo,3985,90.3,9.6,8.9
2026qcmo,3986,115,12.9,13.2
2026qcmo,3996,109.2,10.1,10.5
2026qcmo,4627,100.7,15.6,14.7
2026qcmo,4947,106.7,12.6,12.6
2026qcmo,4952,109.4,11.3,12.4
2026qcmo,4955,82.7,9.5,9.6
2026qcmo,5439,110.7,10.5,10.9
2026qcmo,5443,85,9.4,9.3
2026qcmo,5528,108.4,10.7,10.2
2026qcmo,5618,100.9,9.6,9.6
2026qcmo,5800,104.5,10.3,10.3
2026qcmo,6364,112.4,11.4,11.4
2026qcmo,6622,92.9,9.2,8.1
2026qcmo,6869,94.7,8.6,8.6
2026qcmo,6872,91.4,13,13
2026qcmo,6929,99.8,11.5,11.9
2026qcmo,7471,83.4,14.7,14.9
2026qcmo,7605,103.2,7.9,9.5
2026qcmo,7700,80.9,9.5,9.5
2026qcmo,8067,114.3,12.2,12.5
2026qcmo,8132,114.2,12.7,12.6
2026qcmo,8152,95.1,12.5,12.5
2026qcmo,8224,90.4,9.7,9.5
2026qcmo,9220,80.4,11.4,11.4
2026qcmo,9234,114.8,13.7,13.7
2026qcmo,9624,112.3,9.7,9.7
2026rikin,78,115,5,5
2026sccha,342,113.5,11.5,11.7
2026sccha,1293,73.8,10.8,10.8
2026sccha,1648,114.8,14.7,14.4
2026sccha,3489,101.1,10.6,11.8
2026sccha,3490,114.9,13.9,14
2026sccha,3976,69.4,12.9,12.7
2026sccha,4083,55.7,10.6,10.6
2026sccha,4451,103.5,12.1,12.1
2026sccha,4533,105.2,12.3,12.4
2026sccha,4864,54.1,9.9,9.8
2026sccha,6167,76.4,11.7,11.7
2026sccha,6366,98.2,13.6,13.9
2026sccha,7085,63.9,17.8,17.6
2026sccha,8116,100.1,16.3,15.9
2026sccha,8137,77.5,10.7,10.1
2026sccha,8430,74.1,16.1,16
2026sccha,9496,114.1,11.7,12.5
2026sccha,10231,63.3,8.8,10.9
2026sccha,10361,60.2,10.3,9.4
2026sccha,10367,54.9,10.9,11.1
2026sccha,10388,56,10.5,10.5
2026sccha,10591,60.5,14.1,13.2
2026sccha,10619,64.6,12.8,12.8
2026sccha,11167,63.7,10.8,10.8
2026sccha,11254,76.8,10.9,11.3
2026sccha,11398,60.2,9,9.5
2026sccha,11424,77.2,13.1,12.8
2026sccmp,281,111.4,11.5,11.7
2026sccmp,342,112.8,11.1,11.2
2026sccmp,343,109.6,23.8,24.3
2026sccmp,1102,102.5,10.9,11
2026sccmp,1287,113.5,15.5,14.6
2026sccmp,1293,74.7,10.8,10.8
2026sccmp,1319,112,11.6,11.5
2026sccmp,1758,98.7,13.7,13.8
2026sccmp,2815,97.8,14.4,14.6
2026sccmp,3489,101,10.4,11.8
2026sccmp,3490,114.7,14,14
2026sccmp,4083,59.4,10.8,10.8
2026sccmp,4451,109.5,12.2,12.2
2026sccmp,4533,109.5,11.9,12
2026sccmp,4864,65.4,10.2,10
2026sccmp,6167,85.9,12,11.5
2026sccmp,6366,112.6,13.1,13.4
2026sccmp,7085,66.6,17.9,17.7
2026sccmp,8137,77.8,10.5,10.2
2026sccmp,8575,104.4,12.1,14.1
2026sccmp,9315,53,9.8,10
2026sccmp,10231,55.7,11.7,12.6
2026sccmp,10367,62.7,10.8,11.4
2026sccmp,10388,70.3,10.8,10.8
2026sccmp,10591,58.8,10.8,12
2026sccmp,10619,64.7,11.4,11.4
2026sccmp,11167,64,10.9,10.9
2026sccmp,11254,80.3,8.2,8.2
2026sccmp,11308,67.4,10,9.9
2026sccmp,11398,55.3,9.5,9.6
2026sccmp,11424,86.4,12.7,12.6
2026schar,281,112.2,11.5,11.7
2026schar,342,114.9,11.4,11.6
2026schar,343,107.9,23.8,25.3
2026schar,1051,113.6,13.8,13.9
2026schar,1102,111.3,10.6,10.9
2026schar,1287,115,15.7,14.6
2026schar,1319,110,11.6,12
2026schar,1758,98.5,13.7,13.8
2026schar,2815,98.2,14.4,14.6
2026schar,3489,106.1,10.6,11.9
2026schar,3490,112,14,14.1
2026schar,4533,106.8,12.2,12.3
2026schar,6167,86.1,11.7,11.8
2026schar,6366,112.2,13.6,14
2026schar,6961,62.5,11.4,11.3
2026schar,7085,67.5,17.8,17.6
2026schar,8137,75.8,10.5,10.2
2026schar,8575,104.5,13.3,11.3
2026schar,9315,52.5,9.8,9.7
2026schar,10231,58.2,11.8,12.6
2026schar,10361,58.8,10.6,10.4
2026schar,10367,58.5,10.7,11.4
2026schar,10591,62.8,13.5,13.1
2026schar,10599,54.4,606.5,606.5
2026schar,11167,66.1,11.7,11.6
2026schar,11254,80.1,8.1,8.2
2026schar,11308,67.6,10.8,10.6
2026schar,11368,60.9,10.7,11.3
2026schar,11398,52.7,9,9.5
2026schar,11424,76.6,13.2,13.2
2026schar,11475,36.4,9.2,10.1
2026schop,281,114.2,11.5,11.8
2026schop,343,106.2,24.9,24.9
2026schop,1051,113.3,13.9,13.9
2026schop,1102,108.5,10.6,11.3
2026schop,1287,114.9,15.6,14.6
2026schop,1293,74.1,10.8,10.8
2026schop,1319,111.4,11.7,11.6
2026schop,1758,96.6,13.8,13.9
2026schop,2815,95.1,14.3,14.3
2026schop,3976,60.2,11.7,11.4
2026schop,4083,56.1,10.7,10.7
2026schop,4451,103.9,12.3,12.3
2026schop,4864,55.7,9.9,9.8
2026schop,5484,113.9,11,10.7
2026schop,6004,90.4,17.8,13.1
2026schop,6961,62.1,12,11.7
2026schop,8575,106.6,11.6,13.4
2026schop,9005,79.8,10,10.4
2026schop,9315,55.1,9.8,10.1
2026schop,9477,71.9,11.9,12.4
2026schop,10388,58.1,10.9,10.9
2026schop,10599,55,10,10
2026schop,10619,65.8,12.5,12.6
2026schop,11308,65.6,10.1,9.9
2026schop,11368,61.2,10.6,11
2026schop,11475,36.8,10.2,9.4
2026tnkn,379,113.2,11.5,11.6
2026tnkn,547,60.7,10.6,11.1
2026tnkn,1038,111.9,16.8,14.9
2026tnkn,1369,104.3,13.3,13.3
2026tnkn,1445,63.5,13.3,13.2
2026tnkn,1466,90.1,10.2,9.7
2026tnkn,2393,101.8,12.1,11.7
2026tnkn,2783,110.7,10.7,10.8
2026tnkn,2856,101.1,11.8,11.5
2026tnkn,3102,111.8,12.2,12.3
2026tnkn,3138,94.2,11.2,11.2
2026tnkn,3140,103.3,10.1,10.1
2026tnkn,3492,107.9,9.2,9.2
2026tnkn,3814,91.1,12.1,11.7
2026tnkn,3821,63.6,11,11
2026tnkn,3824,110.6,8.2,8.6
2026tnkn,3843,112.6,16.8,16.8
2026tnkn,3959,110,12.7,12.3
2026tnkn,3966,101.6,14,13.5
2026tnkn,3984,87.4,12,12.2
2026tnkn,4013,113.2,13.5,12.9
2026tnkn,4020,104.3,14.9,14.6
2026tnkn,4065,108.7,8.9,9.4
2026tnkn,4265,113.3,10.6,10.7
2026tnkn,4504,105.5,9.6,9.4
2026tnkn,4576,108.8,17.4,17.4
2026tnkn,4630,76,13.6,13.6
2026tnkn,4674,97.6,10.2,11
2026tnkn,5276,87,17.8,17.8
2026tnkn,5492,114.1,12,11.8
2026tnkn,5744,61.4,10.5,10.5
2026tnkn,6302,103.7,9.7,9.8
2026tnkn,6517,110.4,14.4,15.5
2026tnkn,6774,70.8,9.4,9.4
2026tnkn,7111,101.3,16.8,16.4
2026tnkn,7428,62.4,6.8,6.7
2026tnkn,7516,78.3,8.9,9.6
2026tnkn,7525,93.7,12.9,12.7
2026tnkn,7917,89.7,13.6,13.6
2026tnkn,8778,83.7,11.7,12.8
2026tnkn,9097,108.9,18.4,18.4
2026tnkn,9152,86.2,10.6,10.6
2026tnkn,9668,84.6,11.8,10.8
2026tnkn,10137,65.5,9.7,9.3
2026tnkn,11275,64.7,11.7,12.2
2026tnkn,11337,61.5,11.9,11.2
2026tuak,6025,114.6,16.4,17.2
2026tuak,6989,115,9.6,9.6
2026tuak,7539,114.4,12.6,12.1
2026tuak,7594,110.7,14.1,13.6
2026tuak,7672,96.8,12.5,12.5
2026tuak,8220,84.7,9.9,9.9
2026tuak,8500,94.1,6.9,6.9
2026tuak,8777,69.2,11,11
2026tuak,8783,101.6,11.7,11.1
2026tuak,9021,91.3,9,10.3
2026tuak,9025,115,14.8,14.8
2026tuak,9029,113.8,8.8,8.8
2026tuak,9074,96.3,12.6,12.3
2026tuak,9232,101,26,25.3
2026tuak,9467,60,8.8,9.2
2026tuak,9473,92.6,13.7,12.3
2026tuak,9479,77.8,9.3,9.3
2026tuak,9502,62.6,10.2,9.3
2026tuak,9523,113.8,10.5,10.3
2026tuak,9583,49.6,14.3,13.7
2026tuak,9609,110.7,13.2,13.4
2026tuak,10043,107.1,13.7,13.7
2026tuak,10142,76.7,8.8,8.8
2026tuak,10216,97.7,11.4,11.4
2026tuak,10244,65.5,12.1,11.7
2026tuak,10247,70.1,11.3,11.3
2026tuak,10353,57.3,10.2,10.1
2026tuak,10470,91.7,11.5,11.9
2026tuak,10502,114,11.9,11.7
2026tuak,10548,50.3,11,11
2026tuak,11141,114.6,10.2,10.2
2026tuak,11154,91.3,8.6,8.6
2026tuak2,4191,96.8,10.6,10.6
2026tuak2,5665,114.2,9.3,13.2
2026tuak2,6399,114.9,5.4,5.6
2026tuak2,6430,84.7,11,11
2026tuak2,6431,114.4,14.6,14.6
2026tuak2,6874,107.1,11.1,10.6
2026tuak2,7539,114.2,12.3,12.1
2026tuak2,7594,111.8,14.1,13.4
2026tuak2,8056,106.9,9.7,9.9
2026tuak2,8079,110.2,12.4,12.4
2026tuak2,8557,113.8,12.3,11.9
2026tuak2,8561,114.6,9.5,9.5
2026tuak2,8780,93.9,8.4,8.4
2026tuak2,8828,112.4,11.1,11.9
2026tuak2,8863,112.2,9.7,11.5
2026tuak2,9247,96.6,11.9,11.9
2026tuak2,9583,50.3,14.5,15
2026tuak2,9609,110.7,12.8,13.2
2026tuak2,10180,112.4,7.9,7.9
2026tuak2,10246,86,11.5,10.6
2026tuak2,10396,103.2,13.6,13.2
2026tuak2,10472,81.4,8.1,8.1
2026tuak2,10478,72.8,8.4,8.4
2026tuak2,10542,112.7,9.7,9.7
2026tuak2,10940,69.7,9.3,9.3
2026tuak2,10998,58,10.1,9.2
2026tuak2,11022,45.9,9.7,9.9
2026tuak2,11064,72.5,9.1,9.1
2026tuak2,11098,69,12.3,12.3
2026tuak2,11099,76.3,11.4,11.9
2026tuak2,11141,112,9.3,9.3
2026tuak2,11257,57.8,10.1,11
2026tuak2,11300,83.3,14.6,14.6
2026tuhc,2905,112.2,13.9,13.7
2026tuhc,6014,104.5,12.3,12.3
2026tuhc,6228,108.7,13.2,13.2
2026tuhc,6429,107.8,13,14.6
2026tuhc,6985,114.9,9.7,9.7
2026tuhc,7050,60.8,11.2,11
2026tuhc,7444,110.7,11.9,12.3
2026tuhc,7840,113.1,10.6,10.4
2026tuhc,8151,101,11.7,11.5
2026tuhc,8182,98.5,9.7,9.3
2026tuhc,8308,112,13.7,13.4
2026tuhc,8595,110,11,10.6
2026tuhc,8759,42.1,10.4,10.4
2026tuhc,8806,114.4,11.7,9.5
2026tuhc,8859,105.4,12.8,12.8
2026tuhc,9020,41.4,10.6,10.4
2026tuhc,9025,114.6,14.6,14.6
2026tuhc,9089,104.1,10.6,10.6
2026tuhc,9231,112.4,11.7,10.6
2026tuhc,9232,114.2,12.1,11.7
2026tuhc,9247,110.5,10.8,11
2026tuhc,9497,63.9,11.9,11.9
2026tuhc,9555,60.2,10.1,10.1
2026tuhc,9591,95.2,7.1,7.1
2026tuhc,10202,103.2,12.1,12.6
2026tuhc,10203,58.4,7.1,9.9
2026tuhc,10236,61.7,8.6,8.4
2026tuhc,10243,114.9,15.2,14.8
2026tuhc,10251,99.9,13.2,13
2026tuhc,10383,109.1,8.8,8.8
2026tuhc,10445,66.6,10.6,10.6
2026tuhc,10521,105.6,13.4,13.4
2026tuhc,10549,75.8,11,10.1
2026tuhc,10598,103,11,11
2026tuhc,10689,88.6,12.8,12.8
2026tuhc,11010,108.2,12.3,11.9
2026tuhc,11216,106.5,6.8,6.8
2026tuhc,11335,61.9,11.9,11.9
2026tuhc,11371,114.9,14.3,14.3
2026tuhc,11388,74.3,12.8,13
2026tuhc,11392,68.6,11.7,11.7
2026tuhc,11442,62.2,11.5,11
2026tuhc,11453,100.5,14.6,14.6
2026tuis,3646,114.6,12.3,13.2
2026tuis,4191,46.3,11.7,11
2026tuis,4481,112.7,15,15
2026tuis,5883,112.4,11.7,10.6
2026tuis,6064,78,10.4,10.4
2026tuis,6431,111.6,8.4,8.6
2026tuis,6436,110,12.6,12.6
2026tuis,7296,97.4,7.1,7.1
2026tuis,7611,96.1,13.4,13.4
2026tuis,8153,72.3,10.8,10.8
2026tuis,8242,48.1,13.4,12.6
2026tuis,8557,110,11.5,11
2026tuis,9029,115,9.3,9.5
2026tuis,9077,111.1,13.9,13.9
2026tuis,9132,66.1,7.5,7.9
2026tuis,9233,114,9,9.5
2026tuis,9483,110.9,12.6,12.3
2026tuis,9583,52,13,13
2026tuis,9595,75.8,9.7,9.7
2026tuis,9601,62.8,10.1,10.1
2026tuis,10043,107.4,13.2,13.2
2026tuis,10050,73,10.6,10.8
2026tuis,10064,47.8,13.4,13.9
2026tuis,10141,75.5,3.6,4.5
2026tuis,10146,85.1,12.3,12.6
2026tuis,10308,62.4,10.4,10.6
2026tuis,10428,109.8,13.4,13.4
2026tuis,11000,60,12.6,12.3
2026tuis,11036,73.4,11.5,11.7
2026tuis,11244,59.5,10.8,11.7
2026tuis,11416,82.5,11.7,11.7
2026tuis2,5665,107.8,14.8,14.3
2026tuis2,5773,97.7,16.3,17.4
2026tuis2,5883,112.9,11.7,10.6
2026tuis2,6417,113.3,11.9,11.9
2026tuis2,6431,111.3,8.2,8.6
2026tuis2,6838,111.7,13.7,13.7
2026tuis2,6948,100.3,8.6,9.3
2026tuis2,6988,86.7,6.8,6.8
2026tuis2,7632,113.3,18.3,18.1
2026tuis2,7672,108,11.2,11.2
2026tuis2,7729,63.3,9,8.6
2026tuis2,8169,112.9,12.6,12.6
2026tuis2,8725,108.9,13.9,13.9
2026tuis2,9001,103.4,7.3,7.3
2026tuis2,9079,96.1,8.2,8.4
2026tuis2,9427,108.9,9.7,10.1
2026tuis2,9441,59.1,11.7,12.6
2026tuis2,9468,78.9,8.6,8.6
2026tuis2,9583,50.7,13.4,13.4
2026tuis2,9610,48.5,13,11.9
2026tuis2,10213,108.5,12.6,12.3
2026tuis2,10244,39.2,11.7,11.7
2026tuis2,10261,78.9,9.9,10.6
2026tuis2,10428,112,12.3,12.3
2026tuis2,10914,27.5,3.5,3.4
2026tuis2,10920,58.9,10.1,10.1
2026tuis2,11095,65.3,11.2,11.2
2026tuis2,11164,61.5,9,8.4
2026tuis2,11166,61.9,8.6,9.3
2026tuis2,11255,28.1,4.3,4.3
2026tuis2,11266,62.6,12.1,13.2
2026tuis2,11365,67.9,10.4,9.7
2026tuis2,11401,71.4,8.8,11.9
2026tuis3,5655,94.6,15.7,15.7
2026tuis3,5665,114.6,9.3,9.3
2026tuis3,6038,94.4,9.7,9.7
2026tuis3,6459,114.9,11.9,11.7
2026tuis3,6941,110.6,3.2,3
2026tuis3,6948,113.4,10.1,9.9
2026tuis3,7086,68.8,9.7,9.7
2026tuis3,7466,80.7,9.7,10.6
2026tuis3,7742,88.2,12.3,12.3
2026tuis3,8056,102.3,9.7,9.7
2026tuis3,8153,75.8,11.9,11.5
2026tuis3,8159,113.3,12.3,11.2
2026tuis3,8209,80.9,13.2,14.6
2026tuis3,8595,109.3,11,10.6
2026tuis3,8747,69.2,10.8,9.9
2026tuis3,8795,113.5,9.3,11
2026tuis3,8806,114.6,11.5,9.7
2026tuis3,9020,82,10.6,10.4
2026tuis3,9025,114.6,15.9,15.9
2026tuis3,9026,91.7,13.2,13.2
2026tuis3,9028,103.4,9.9,9.9
2026tuis3,9043,75,10.1,9.9
2026tuis3,9231,106.7,11.9,11
2026tuis3,9451,63.3,10.1,10.1
2026tuis3,9468,114.6,7.3,7.3
2026tuis3,9692,108.7,12.8,13
2026tuis3,10131,112.9,15.4,15.4
2026tuis3,10132,63.9,9.7,9.7
2026tuis3,10185,100.5,9.5,9
2026tuis3,10205,97.4,14.6,14.6
2026tuis3,10234,111.6,9.9,10.1
2026tuis3,10383,109.3,9,8.2
2026tuis3,10502,114.9,11.5,11.9
2026tuis3,10576,87.5,13.7,13.7
2026tuis3,10598,110,8.8,8.8
2026tuis3,10947,94.4,12.6,12.3
2026tuis3,10953,64.6,10.6,10.1
2026tuis3,10959,64.8,12.3,12.8
2026tuis3,10999,65,10.1,9.7
2026tuis3,11000,63.5,12.8,13
2026tuis3,11120,62.6,10.6,11
2026tuis3,11216,106.7,6.6,6.6
2026tuis3,11240,62.2,11.5,11.5
2026tuis4,2905,115,13.7,13.4
2026tuis4,4481,114,14.8,14.8
2026tuis4,5553,112.9,11,8.8
2026tuis4,6014,102.7,11.5,11
2026tuis4,6232,92.4,12.1,11.2
2026tuis4,6417,113.3,11.9,11.9
2026tuis4,6838,112.4,13.7,13.7
2026tuis4,6988,87.3,6.8,6.8
